$wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,$<bug
14.0,3.0,0.0,7.0,33.0,65.0,0.0,7.0,14.0,0.91025641,404.0,1.0,1.0,0.74,0.595238095,2.0,3.0,27.0,2.0,1.0,1.0
2.0,2.0,0.0,6.0,11.0,1.0,1.0,5.0,2.0,2.0,37.0,0.0,0.0,0.958333333,1.0,0.0,0.0,17.5,1.0,0.5,0.0
1.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
5.0,1.0,0.0,2.0,15.0,0.0,1.0,1.0,4.0,0.5,137.0,1.0,0.0,0.0,0.9,0.0,0.0,25.2,4.0,1.8,0.0
4.0,1.0,0.0,4.0,5.0,0.0,3.0,1.0,4.0,0.333333333,24.0,1.0,0.0,0.0,0.875,0.0,0.0,4.75,1.0,0.75,0.0
21.0,1.0,0.0,27.0,78.0,158.0,11.0,17.0,15.0,0.735714286,659.0,0.928571429,5.0,0.0,0.145,0.0,0.0,29.71428571,7.0,1.6667,1.0
14.0,3.0,12.0,20.0,41.0,0.0,13.0,7.0,13.0,0.461538462,174.0,1.0,1.0,0.74,0.392857143,0.0,0.0,11.28571429,6.0,1.5,0.0
4.0,1.0,0.0,2.0,5.0,6.0,1.0,1.0,4.0,2.0,16.0,0.0,0.0,0.0,0.875,0.0,0.0,3.0,1.0,0.75,0.0
6.0,1.0,0.0,7.0,28.0,1.0,1.0,6.0,6.0,0.6,173.0,1.0,3.0,0.0,0.305555556,0.0,0.0,27.33333333,1.0,0.8333,0.0
20.0,2.0,40.0,100.0,28.0,158.0,96.0,6.0,16.0,0.8771929820000001,164.0,1.0,3.0,0.321428571,0.258333333,1.0,3.0,6.9,3.0,1.1,0.0
5.0,1.0,0.0,19.0,12.0,4.0,17.0,2.0,5.0,0.25,55.0,1.0,0.0,0.0,0.533333333,0.0,0.0,9.8,1.0,0.6,0.0
27.0,1.0,0.0,3.0,63.0,297.0,1.0,2.0,10.0,0.778846154,527.0,0.0,2.0,0.0,0.37962963,0.0,0.0,18.22222222,11.0,1.4444,0.0
14.0,1.0,1.0,9.0,34.0,47.0,4.0,5.0,12.0,0.8241758240000001,279.0,1.0,0.0,0.0,0.307692308,0.0,0.0,18.42857143,6.0,1.8571,1.0
1.0,1.0,0.0,9.0,1.0,0.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
7.0,1.0,0.0,11.0,7.0,21.0,10.0,1.0,7.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
7.0,6.0,0.0,8.0,31.0,13.0,0.0,8.0,4.0,0.75,151.0,1.0,0.0,0.9625,0.4,4.0,9.0,20.28571429,2.0,1.0,0.0
4.0,1.0,0.0,5.0,4.0,6.0,4.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,1.0,1.0,0.0
4.0,5.0,0.0,6.0,21.0,0.0,0.0,6.0,4.0,0.333333333,87.0,1.0,0.0,0.98089172,1.0,1.0,1.0,20.5,3.0,1.25,0.0
44.0,4.0,0.0,19.0,91.0,802.0,6.0,14.0,40.0,0.94369645,724.0,0.947368421,2.0,0.644628099,0.156818182,3.0,3.0,15.02272727,7.0,1.4091,0.0
8.0,3.0,0.0,12.0,38.0,4.0,3.0,10.0,6.0,0.523809524,243.0,1.0,1.0,0.8409090909999999,0.35,1.0,4.0,29.0,3.0,1.375,0.0
6.0,3.0,0.0,2.0,29.0,0.0,0.0,2.0,5.0,0.64,1260.0,1.0,0.0,0.880952381,0.5555555560000001,1.0,1.0,208.1666667,2.0,1.0,0.0
5.0,1.0,2.0,59.0,7.0,0.0,59.0,1.0,5.0,0.0,33.0,1.0,1.0,0.0,0.45,0.0,0.0,5.4,2.0,1.0,0.0
11.0,1.0,0.0,11.0,61.0,0.0,0.0,11.0,8.0,0.913333333,517.0,1.0,1.0,0.0,0.8,0.0,0.0,44.63636364,9.0,2.7273,0.0
2.0,3.0,0.0,3.0,8.0,1.0,0.0,3.0,2.0,2.0,28.0,0.0,0.0,0.967741935,0.75,0.0,0.0,13.0,2.0,1.0,1.0
5.0,1.0,0.0,4.0,20.0,0.0,0.0,4.0,4.0,0.333333333,144.0,1.0,1.0,0.0,0.9,0.0,0.0,27.2,5.0,2.2,0.0
1.0,3.0,0.0,4.0,2.0,0.0,4.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0
4.0,1.0,0.0,3.0,7.0,2.0,1.0,2.0,4.0,0.666666667,34.0,1.0,0.0,0.0,0.75,0.0,0.0,7.0,1.0,0.75,1.0
5.0,4.0,0.0,1.0,9.0,10.0,1.0,0.0,3.0,0.75,81.0,0.0,0.0,0.924528302,0.44,2.0,2.0,15.0,5.0,2.0,0.0
21.0,4.0,0.0,13.0,73.0,128.0,1.0,13.0,14.0,0.85,737.0,1.0,3.0,0.7959183670000001,0.301587302,3.0,3.0,33.47619048,3.0,1.0952,0.0
9.0,1.0,0.0,5.0,53.0,0.0,1.0,4.0,9.0,0.819444444,396.0,0.333333333,1.0,0.0,0.238095238,0.0,0.0,42.0,7.0,1.7778,0.0
2.0,3.0,0.0,3.0,8.0,1.0,1.0,3.0,2.0,2.0,33.0,0.0,0.0,0.96969697,1.0,0.0,0.0,15.5,1.0,0.5,1.0
4.0,3.0,0.0,5.0,12.0,0.0,0.0,5.0,4.0,0.333333333,48.0,1.0,0.0,0.925,0.75,0.0,0.0,10.75,1.0,0.75,1.0
4.0,2.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,0.222222222,68.0,1.0,1.0,0.625,0.5,1.0,1.0,15.25,2.0,1.0,0.0
76.0,1.0,0.0,120.0,177.0,2446.0,114.0,12.0,63.0,0.969462366,1776.0,0.612903226,3.0,0.0,0.118518519,0.0,0.0,21.96052632,5.0,1.3289,0.0
17.0,1.0,0.0,5.0,39.0,74.0,1.0,4.0,13.0,0.65625,359.0,1.0,0.0,0.0,0.2421875,0.0,0.0,19.76470588,5.0,1.5882,0.0
2.0,5.0,0.0,1.0,7.0,0.0,1.0,0.0,2.0,0.0,20.0,1.0,0.0,0.928571429,0.75,0.0,0.0,8.5,1.0,0.5,0.0
8.0,4.0,0.0,13.0,65.0,2.0,0.0,13.0,6.0,0.916666667,608.0,0.166666667,0.0,0.917647059,0.333333333,2.0,2.0,73.5,3.0,1.25,0.0
3.0,2.0,0.0,8.0,22.0,3.0,1.0,7.0,2.0,1.0,152.0,0.0,0.0,0.8666666670000001,0.5,0.0,0.0,48.66666667,1.0,0.6667,1.0
20.0,3.0,0.0,10.0,60.0,114.0,5.0,6.0,14.0,0.605263158,557.0,1.0,0.0,0.6122448979999999,0.264285714,1.0,1.0,26.65,9.0,2.8,0.0
26.0,3.0,0.0,19.0,87.0,105.0,0.0,19.0,21.0,0.773333333,514.0,1.0,1.0,0.596774194,0.17692307699999998,1.0,3.0,18.53846154,2.0,1.0385,0.0
3.0,1.0,0.0,9.0,25.0,1.0,7.0,2.0,3.0,0.0,277.0,1.0,1.0,0.0,0.666666667,0.0,0.0,91.0,14.0,5.3333,0.0
5.0,1.0,11.0,21.0,11.0,8.0,20.0,1.0,5.0,0.75,59.0,1.0,0.0,0.0,0.7,0.0,0.0,10.6,5.0,1.6,0.0
8.0,1.0,0.0,4.0,39.0,22.0,1.0,3.0,6.0,0.7857142859999999,377.0,0.5,0.0,0.0,0.166666667,0.0,0.0,45.875,3.0,1.25,0.0
2.0,1.0,0.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0,0.0
8.0,3.0,0.0,11.0,39.0,0.0,3.0,8.0,6.0,0.6571428570000001,294.0,1.0,1.0,0.8409090909999999,0.325,0.0,0.0,35.125,1.0,0.875,0.0
2.0,1.0,0.0,5.0,29.0,0.0,0.0,5.0,0.0,0.0,176.0,1.0,2.0,0.0,0.6,0.0,0.0,85.5,10.0,5.0,0.0
23.0,2.0,0.0,5.0,68.0,181.0,2.0,3.0,17.0,0.806818182,462.0,0.875,0.0,0.5476190479999999,0.140909091,0.0,0.0,18.73913043,5.0,1.4783,0.0
8.0,3.0,0.0,7.0,46.0,10.0,0.0,7.0,7.0,0.771428571,394.0,1.0,0.0,0.8409090909999999,0.375,1.0,1.0,47.625,2.0,1.0,0.0
10.0,3.0,0.0,7.0,60.0,41.0,0.0,7.0,3.0,0.9,748.0,0.6,0.0,0.804347826,0.28571428600000004,0.0,0.0,72.8,7.0,2.1,1.0
13.0,1.0,0.0,5.0,13.0,78.0,5.0,0.0,13.0,2.0,13.0,0.0,0.0,0.0,0.326923077,0.0,0.0,0.0,1.0,1.0,0.0
20.0,4.0,0.0,7.0,71.0,102.0,2.0,7.0,14.0,0.821052632,677.0,1.0,2.0,0.8041237109999999,0.3,2.0,2.0,32.35,5.0,1.25,1.0
18.0,3.0,0.0,10.0,59.0,103.0,6.0,5.0,14.0,0.774509804,466.0,0.5,0.0,0.6521739129999999,0.3,0.0,0.0,24.55555556,5.0,1.8333,0.0
28.0,4.0,1.0,21.0,123.0,302.0,3.0,18.0,11.0,0.868945869,1423.0,1.0,0.0,0.75,0.158024691,4.0,5.0,49.35714286,3.0,1.1071,0.0
2.0,3.0,0.0,3.0,7.0,1.0,1.0,3.0,2.0,2.0,23.0,0.0,0.0,0.96969697,1.0,0.0,0.0,10.5,1.0,0.5,1.0
3.0,2.0,0.0,7.0,19.0,3.0,1.0,6.0,2.0,1.0,96.0,0.0,0.0,0.8666666670000001,0.5,0.0,0.0,30.66666667,1.0,0.6667,1.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,5.0,0.0,13.0,55.0,26.0,0.0,13.0,14.0,0.577777778,275.0,1.0,1.0,0.87704918,0.390625,3.0,6.0,16.0,5.0,1.375,1.0
5.0,1.0,0.0,4.0,13.0,0.0,0.0,4.0,5.0,0.5,65.0,1.0,0.0,0.0,0.8,0.0,0.0,11.6,3.0,1.2,0.0
2.0,2.0,0.0,7.0,13.0,1.0,1.0,6.0,2.0,2.0,66.0,1.0,0.0,0.958333333,1.0,0.0,0.0,31.5,1.0,0.5,0.0
3.0,2.0,0.0,8.0,20.0,3.0,1.0,7.0,2.0,1.0,150.0,0.0,0.0,0.92,0.5,0.0,0.0,48.0,1.0,0.6667,0.0
18.0,3.0,2.0,31.0,62.0,0.0,23.0,8.0,16.0,0.6176470589999999,396.0,1.0,1.0,0.6521739129999999,0.215277778,1.0,1.0,20.77777778,5.0,1.8889,0.0
23.0,3.0,1.0,18.0,69.0,163.0,4.0,14.0,14.0,0.846153846,514.0,1.0,2.0,0.637931034,0.198863636,0.0,0.0,20.7826087,3.0,1.0435,1.0
20.0,1.0,0.0,4.0,42.0,130.0,0.0,4.0,18.0,0.736842105,376.0,1.0,1.0,0.0,0.284210526,0.0,0.0,17.45,3.0,1.15,0.0
9.0,6.0,0.0,8.0,33.0,28.0,0.0,8.0,6.0,0.8125,163.0,1.0,0.0,0.950617284,0.4,4.0,9.0,16.88888889,2.0,1.0,0.0
7.0,1.0,0.0,2.0,52.0,19.0,0.0,2.0,2.0,0.944444444,412.0,0.0,0.0,0.0,0.166666667,0.0,0.0,57.42857143,6.0,3.0,0.0
9.0,5.0,0.0,11.0,20.0,4.0,4.0,7.0,9.0,0.6875,108.0,1.0,0.0,0.919191919,0.388888889,2.0,7.0,10.55555556,3.0,1.2222,0.0
13.0,3.0,0.0,10.0,78.0,8.0,1.0,9.0,9.0,0.75,502.0,0.7142857140000001,1.0,0.7551020409999999,0.384615385,2.0,3.0,37.07692308,8.0,2.0,1.0
18.0,3.0,0.0,8.0,55.0,119.0,0.0,8.0,15.0,0.882352941,474.0,1.0,0.0,0.685185185,0.472222222,0.0,0.0,24.61111111,13.0,2.0,0.0
2.0,3.0,0.0,3.0,7.0,1.0,1.0,3.0,2.0,2.0,23.0,0.0,0.0,0.96969697,1.0,0.0,0.0,10.5,1.0,0.5,1.0
4.0,1.0,0.0,4.0,4.0,6.0,3.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0
8.0,3.0,0.0,9.0,32.0,6.0,0.0,9.0,6.0,0.685714286,201.0,1.0,0.0,0.860465116,0.30952381,1.0,1.0,23.5,6.0,1.5,1.0
5.0,1.0,0.0,10.0,5.0,10.0,10.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,0.533333333,0.0,0.0,0.0,1.0,1.0,0.0
8.0,1.0,0.0,6.0,25.0,0.0,5.0,1.0,7.0,0.6,169.0,1.0,0.0,0.0,0.4166666670000001,0.0,0.0,19.5,7.0,1.875,0.0
1.0,1.0,0.0,9.0,1.0,0.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
3.0,1.0,1.0,6.0,9.0,0.0,4.0,2.0,3.0,0.0,47.0,1.0,0.0,0.0,0.666666667,0.0,0.0,14.33333333,1.0,0.6667,0.0
18.0,3.0,0.0,10.0,49.0,115.0,1.0,9.0,14.0,0.836601307,397.0,1.0,3.0,0.685185185,0.333333333,0.0,0.0,20.55555556,6.0,1.8333,0.0
8.0,1.0,0.0,1.0,14.0,28.0,1.0,0.0,8.0,2.0,274.0,0.0,0.0,0.0,0.45,0.0,0.0,33.25,7.0,2.875,0.0
18.0,1.0,0.0,8.0,91.0,123.0,0.0,8.0,3.0,0.8067226890000001,1400.0,0.857142857,0.0,0.0,0.141176471,0.0,0.0,76.0,7.0,2.1111,0.0
3.0,3.0,0.0,3.0,14.0,1.0,0.0,3.0,3.0,0.5,84.0,1.0,0.0,0.948717949,0.666666667,1.0,1.0,26.66666667,1.0,0.6667,0.0
3.0,1.0,0.0,17.0,3.0,3.0,17.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
9.0,1.0,0.0,7.0,34.0,0.0,0.0,7.0,8.0,0.75,298.0,0.25,0.0,0.0,0.592592593,0.0,0.0,31.66666667,5.0,2.7778,1.0
17.0,4.0,0.0,10.0,83.0,70.0,1.0,10.0,10.0,0.965517241,1273.0,1.0,0.0,0.8297872340000001,0.176470588,2.0,2.0,72.17647059,8.0,2.1765,0.0
77.0,3.0,0.0,28.0,196.0,2320.0,6.0,28.0,68.0,0.935222672,2040.0,1.0,9.0,0.330357143,0.161184211,3.0,3.0,25.15584416,19.0,1.7143,0.0
15.0,3.0,0.0,15.0,54.0,59.0,0.0,15.0,15.0,0.880952381,398.0,1.0,1.0,0.725490196,0.373333333,0.0,0.0,24.73333333,3.0,1.3333,1.0
6.0,1.0,0.0,5.0,6.0,15.0,4.0,1.0,6.0,2.0,6.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,1.0,1.0,0.0
5.0,3.0,0.0,4.0,17.0,0.0,0.0,4.0,5.0,0.666666667,101.0,1.0,0.0,0.902439024,0.533333333,1.0,1.0,18.6,1.0,0.8,0.0
26.0,1.0,0.0,9.0,62.0,119.0,1.0,8.0,24.0,0.68,437.0,1.0,4.0,0.0,0.317307692,0.0,0.0,15.53846154,6.0,1.6923,1.0
11.0,2.0,0.0,12.0,15.0,13.0,9.0,4.0,11.0,0.75,97.0,1.0,3.0,0.2,0.22077922100000005,0.0,0.0,7.272727272999999,1.0,0.7273,0.0
14.0,5.0,2.0,12.0,64.0,69.0,2.0,10.0,5.0,0.807692308,531.0,1.0,2.0,0.905797101,0.246031746,2.0,7.0,36.64285714,6.0,1.3571,0.0
19.0,4.0,0.0,10.0,52.0,27.0,0.0,10.0,17.0,0.7777777779999999,699.0,1.0,0.0,0.8125,0.298245614,3.0,4.0,35.36842105,16.0,2.3158,0.0
4.0,1.0,0.0,2.0,7.0,6.0,1.0,1.0,4.0,2.0,20.0,0.0,0.0,0.0,0.875,0.0,0.0,4.0,1.0,0.75,0.0
14.0,4.0,0.0,136.0,26.0,0.0,135.0,1.0,14.0,0.384615385,153.0,1.0,1.0,0.65,0.333333333,1.0,2.0,9.785714286000001,2.0,0.6429,0.0
5.0,2.0,0.0,7.0,18.0,10.0,1.0,6.0,4.0,1.0,95.0,0.0,0.0,0.764705882,0.5,0.0,0.0,17.8,1.0,0.8,1.0
5.0,1.0,0.0,7.0,17.0,0.0,0.0,7.0,5.0,0.5,75.0,1.0,0.0,0.0,0.8,0.0,0.0,13.4,3.0,1.2,0.0
21.0,1.0,0.0,24.0,48.0,116.0,20.0,7.0,18.0,0.814285714,322.0,1.0,1.0,0.0,0.253968254,0.0,0.0,14.0,3.0,1.4762,0.0
20.0,3.0,1.0,16.0,74.0,92.0,1.0,15.0,14.0,0.8245614040000001,720.0,1.0,2.0,0.660714286,0.225,2.0,2.0,34.25,13.0,1.95,1.0
2.0,6.0,0.0,3.0,4.0,1.0,0.0,3.0,1.0,2.0,11.0,0.0,0.0,0.987179487,0.666666667,0.0,0.0,4.5,1.0,0.5,0.0
10.0,3.0,0.0,2.0,21.0,21.0,0.0,2.0,9.0,0.6,135.0,1.0,0.0,0.804347826,0.4,1.0,1.0,12.0,1.0,0.9,0.0
2.0,2.0,0.0,9.0,24.0,1.0,1.0,8.0,2.0,2.0,222.0,0.0,0.0,0.958333333,1.0,1.0,1.0,110.0,1.0,0.5,0.0
4.0,2.0,0.0,10.0,25.0,6.0,1.0,9.0,2.0,1.0,183.0,0.0,0.0,0.884615385,0.5,0.0,0.0,44.5,9.0,2.75,0.0
7.0,2.0,0.0,2.0,18.0,11.0,1.0,1.0,4.0,0.6333333329999999,118.0,1.0,1.0,0.454545455,0.35714285700000004,1.0,1.0,15.14285714,2.0,1.0,0.0
16.0,3.0,0.0,3.0,40.0,84.0,1.0,2.0,16.0,0.658333333,604.0,1.0,2.0,0.580645161,0.291666667,2.0,7.0,36.25,1.0,0.8125,0.0
7.0,1.0,0.0,6.0,8.0,0.0,6.0,0.0,7.0,0.0,89.0,1.0,0.0,0.0,0.428571429,1.0,1.0,11.57142857,4.0,1.0,0.0
11.0,3.0,0.0,11.0,38.0,11.0,3.0,8.0,10.0,0.683333333,287.0,1.0,3.0,0.75,0.287878788,1.0,1.0,24.54545455,3.0,1.9091,0.0
2.0,6.0,0.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,11.0,0.0,0.0,0.987179487,0.666666667,0.0,0.0,4.5,1.0,0.5,0.0
16.0,1.0,0.0,7.0,78.0,118.0,5.0,3.0,12.0,0.8888888890000001,745.0,0.666666667,0.0,0.0,0.411111111,0.0,0.0,45.375,22.0,3.125,0.0
17.0,4.0,0.0,7.0,81.0,40.0,4.0,3.0,10.0,0.8214285709999999,1159.0,0.904761905,8.0,0.516129032,0.25,2.0,4.0,65.94117647,2.0,0.9412,0.0
10.0,1.0,0.0,3.0,13.0,31.0,1.0,2.0,10.0,0.703703704,76.0,1.0,1.0,0.0,0.375,0.0,0.0,6.3,2.0,1.1,0.0
3.0,2.0,0.0,1.0,9.0,0.0,0.0,1.0,1.0,0.0,58.0,1.0,1.0,0.7142857140000001,0.666666667,1.0,1.0,17.33333333,1.0,0.6667,0.0
3.0,1.0,0.0,7.0,15.0,3.0,1.0,6.0,1.0,2.0,112.0,0.0,0.0,0.0,0.444444444,0.0,0.0,36.33333333,1.0,0.6667,1.0
6.0,3.0,0.0,3.0,24.0,11.0,0.0,3.0,4.0,0.8,151.0,1.0,0.0,0.880952381,0.5,2.0,2.0,23.83333333,1.0,0.8333,0.0
13.0,1.0,4.0,11.0,18.0,0.0,5.0,10.0,9.0,0.583333333,78.0,1.0,1.0,0.0,0.161538462,0.0,0.0,4.846153846,1.0,0.9231,1.0
5.0,1.0,0.0,58.0,10.0,8.0,58.0,0.0,3.0,0.3125,69.0,0.75,1.0,0.0,0.583333333,0.0,0.0,12.0,3.0,0.6,0.0
8.0,3.0,0.0,8.0,28.0,0.0,0.0,8.0,6.0,0.6785714290000001,128.0,1.0,1.0,0.8409090909999999,0.5,2.0,4.0,14.5,3.0,1.375,1.0
7.0,2.0,1.0,7.0,15.0,1.0,6.0,1.0,4.0,0.583333333,92.0,1.0,1.0,0.454545455,0.464285714,1.0,1.0,11.57142857,1.0,0.8571,0.0
2.0,2.0,0.0,9.0,19.0,1.0,1.0,8.0,2.0,2.0,120.0,0.0,0.0,0.958333333,1.0,1.0,1.0,59.0,1.0,0.5,0.0
7.0,1.0,0.0,2.0,8.0,0.0,2.0,0.0,7.0,0.0,147.0,1.0,0.0,0.0,0.342857143,1.0,1.0,19.85714286,4.0,1.0,0.0
4.0,1.0,0.0,6.0,4.0,6.0,3.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,1.0,1.0,1.0
2.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,2.0,63.0,0.0,0.0,0.0,0.666666667,0.0,0.0,30.5,11.0,5.5,0.0
10.0,4.0,0.0,14.0,35.0,11.0,1.0,13.0,8.0,0.7111111109999999,216.0,1.0,1.0,0.896551724,0.32,1.0,1.0,20.1,10.0,2.1,1.0
6.0,3.0,0.0,5.0,21.0,1.0,0.0,5.0,6.0,0.7,136.0,1.0,0.0,0.880952381,0.4166666670000001,2.0,2.0,21.0,1.0,0.8333,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,1.0,0.0,1.0,18.0,0.0,1.0,0.0,3.0,0.5,96.0,1.0,0.0,0.0,0.533333333,0.0,0.0,17.8,2.0,1.0,0.0
50.0,4.0,1.0,24.0,82.0,1091.0,11.0,14.0,47.0,0.959183673,646.0,1.0,4.0,0.614173228,0.214285714,3.0,3.0,11.5,7.0,1.3,1.0
5.0,4.0,0.0,10.0,42.0,10.0,0.0,10.0,1.0,2.0,481.0,0.0,0.0,0.952380952,0.6,4.0,6.0,95.2,15.0,5.2,1.0
3.0,1.0,0.0,2.0,3.0,3.0,2.0,0.0,3.0,1.5,4.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,1.0,1.0,0.0
6.0,2.0,0.0,3.0,11.0,13.0,2.0,1.0,6.0,0.8,68.0,1.0,0.0,0.924242424,0.444444444,1.0,5.0,10.16666667,3.0,1.5,0.0
3.0,1.0,0.0,12.0,20.0,3.0,1.0,11.0,1.0,2.0,165.0,0.0,0.0,0.0,0.444444444,0.0,0.0,54.0,1.0,0.6667,1.0
4.0,3.0,0.0,4.0,12.0,0.0,0.0,4.0,4.0,0.5,54.0,1.0,0.0,0.914285714,0.75,0.0,0.0,12.0,1.0,0.75,1.0
21.0,1.0,0.0,2.0,35.0,38.0,2.0,0.0,17.0,0.6318181820000001,617.0,0.818181818,0.0,0.0,0.293650794,0.0,0.0,27.85714286,3.0,0.8571,0.0
10.0,2.0,7.0,14.0,24.0,19.0,10.0,4.0,5.0,0.666666667,146.0,1.0,1.0,0.5,0.266666667,0.0,0.0,13.3,3.0,1.2,0.0
6.0,4.0,0.0,9.0,48.0,5.0,0.0,9.0,5.0,0.666666667,300.0,1.0,0.0,0.939759036,0.458333333,4.0,5.0,48.5,10.0,2.3333,1.0
39.0,2.0,0.0,15.0,103.0,609.0,10.0,6.0,24.0,0.8863636359999999,1377.0,0.636363636,1.0,0.5,0.184210526,1.0,5.0,33.74358974,12.0,1.8462,0.0
4.0,3.0,0.0,3.0,17.0,4.0,0.0,3.0,3.0,0.666666667,152.0,1.0,0.0,0.925,0.75,1.0,1.0,36.75,1.0,0.75,0.0
5.0,1.0,0.0,1.0,24.0,0.0,0.0,1.0,4.0,0.5625,147.0,1.0,0.0,0.0,0.6,0.0,0.0,27.6,1.0,0.8,0.0
10.0,1.0,0.0,9.0,30.0,17.0,6.0,3.0,8.0,0.7333333329999999,149.0,1.0,0.0,0.0,0.25,0.0,0.0,13.4,1.0,0.9,0.0
8.0,3.0,0.0,5.0,29.0,0.0,1.0,4.0,6.0,0.428571429,177.0,1.0,0.0,0.833333333,0.3125,1.0,1.0,20.875,5.0,2.0,0.0
26.0,3.0,0.0,12.0,74.0,265.0,2.0,10.0,20.0,0.885,643.0,1.0,2.0,0.596774194,0.230769231,0.0,0.0,23.42307692,4.0,1.4615,1.0
10.0,3.0,0.0,6.0,41.0,21.0,1.0,6.0,7.0,0.793650794,360.0,1.0,0.0,0.804347826,0.45,0.0,0.0,34.3,2.0,1.1,0.0
5.0,1.0,0.0,1.0,36.0,4.0,1.0,0.0,4.0,0.583333333,375.0,1.0,0.0,0.0,0.5,0.0,0.0,73.4,10.0,3.6,0.0
3.0,1.0,0.0,3.0,9.0,3.0,1.0,2.0,2.0,2.0,48.0,0.0,0.0,0.0,0.666666667,0.0,0.0,15.0,1.0,0.6667,0.0
3.0,1.0,0.0,3.0,14.0,1.0,1.0,2.0,3.0,0.5,97.0,1.0,0.0,0.0,0.666666667,0.0,0.0,31.0,1.0,0.6667,1.0
3.0,3.0,0.0,6.0,17.0,0.0,1.0,6.0,3.0,0.0,91.0,1.0,0.0,0.948717949,1.0,0.0,0.0,29.0,1.0,0.6667,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,3.0,0.0,5.0,41.0,10.0,0.0,5.0,8.0,0.80952381,236.0,1.0,0.0,0.8409090909999999,0.875,1.0,1.0,27.75,14.0,2.625,1.0
5.0,3.0,0.0,7.0,19.0,4.0,4.0,4.0,4.0,0.75,151.0,0.0,0.0,0.902439024,0.4,1.0,1.0,28.8,1.0,0.8,0.0
17.0,1.0,3.0,15.0,66.0,90.0,4.0,12.0,6.0,0.791666667,630.0,1.0,2.0,0.0,0.197916667,0.0,0.0,35.88235294,14.0,2.4118,0.0
23.0,1.0,0.0,31.0,82.0,201.0,22.0,27.0,17.0,0.8939393940000001,1093.0,0.444444444,0.0,0.0,0.318181818,0.0,0.0,45.73913043,24.0,2.3043,0.0
11.0,1.0,8.0,22.0,86.0,15.0,8.0,14.0,4.0,0.728571429,887.0,1.0,7.0,0.0,0.266666667,0.0,0.0,77.72727273,22.0,4.6364,1.0
4.0,2.0,0.0,3.0,16.0,0.0,0.0,3.0,4.0,0.333333333,59.0,1.0,0.0,0.842105263,0.875,1.0,1.0,13.5,5.0,1.75,0.0
9.0,6.0,0.0,9.0,34.0,28.0,0.0,9.0,6.0,0.8125,166.0,1.0,0.0,0.950617284,0.4,4.0,9.0,17.22222222,2.0,1.0,1.0
8.0,4.0,0.0,7.0,37.0,4.0,0.0,7.0,7.0,0.7142857140000001,277.0,1.0,0.0,0.917647059,0.46875,4.0,4.0,32.875,5.0,1.375,0.0
4.0,3.0,0.0,8.0,39.0,0.0,0.0,8.0,4.0,0.333333333,200.0,1.0,0.0,0.925,0.5,1.0,1.0,48.5,1.0,0.75,0.0
15.0,3.0,0.0,16.0,77.0,69.0,0.0,16.0,10.0,0.826530612,504.0,1.0,0.0,0.725490196,0.233333333,1.0,1.0,32.13333333,6.0,1.4,0.0
15.0,3.0,0.0,3.0,37.0,41.0,1.0,2.0,14.0,0.6964285709999999,437.0,0.75,1.0,0.454545455,0.311111111,1.0,2.0,27.33333333,1.0,0.8,0.0
